channel_id,node1_id,node2_id,capacity,node1_balance,node2_balance,node1_tx_rate,node2_tx_rate,fee_rate_ppm,node1_ttd_hours,node2_ttd_hours,age_days,num_updates,balance_ratio
chan_001563,node_00301,node_00994,8553165,814341,7738824,137198,85763,639,0.0,2149673.33,592,298,0.095
chan_001564,node_00024,node_00717,686202,286514,399688,58611,45839,1675,0.01,111024.44,455,945,0.418
chan_001565,node_00044,node_00224,4067384,564539,3502845,57316,40970,612,0.01,973012.5,29,636,0.139
chan_001566,node_00079,node_00652,2608186,6238,2601948,662411,57484,1879,0.0,722763.33,243,5887,0.002
chan_001567,node_00657,node_00740,1599862,790238,809624,56107,23778,426,0.01,224895.56,661,2828,0.494
chan_001568,node_00000,node_00023,30388733,15665210,14723523,6809,35724,450,4351447.22,0.14,377,203,0.485
chan_001569,node_00162,node_00572,2787199,527929,2259270,45581,26231,1461,0.01,627575.0,718,1395,0.189
chan_001570,node_00019,node_00653,5043104,1549054,3494050,9749,69816,849,430292.78,0.02,437,2885,0.307
chan_001571,node_00076,node_00129,5806319,2575272,3231047,68589,36832,538,0.02,897513.06,344,4514,0.444
chan_001572,node_00410,node_00525,605616,181876,423740,19436,63020,1769,50521.11,0.0,275,181,0.3
chan_001573,node_00031,node_00043,35550866,11035480,24515386,66536,60836,658,0.54,6809829.44,85,3698,0.31
chan_001574,node_00138,node_00835,42662932,26375424,16287508,36568,95159,1719,7326506.67,0.08,98,1394,0.382
chan_001575,node_00094,node_00787,2215874,810769,1405105,85950,76636,1916,0.02,390306.94,230,2552,0.366
chan_001576,node_00366,node_00644,28270184,2253121,26017063,12049,61392,1425,625866.94,0.15,349,3371,0.08
chan_001577,node_00096,node_00284,62216643,1493439,60723204,26395,39144,389,414844.17,1.32,153,5182,0.024
chan_001578,node_00290,node_00834,87166209,19180975,67985234,13825,54081,1672,5328048.61,0.47,722,2417,0.22
chan_001579,node_00007,node_00073,2978251,144851,2833400,162969,37131,1412,0.0,787055.56,727,6166,0.049
chan_001580,node_00563,node_00745,6175634,364484,5811150,54685,42475,1430,0.01,1614208.33,376,1255,0.059
chan_001581,node_00004,node_00018,7643481,2349522,5293959,46803,274608,1075,652645.0,0.01,411,143,0.307
chan_001582,node_00031,node_00727,4021096,866651,3154445,44062,112697,480,240736.39,0.01,556,1391,0.216
chan_001583,node_00383,node_00804,3747868,2066947,1680921,105302,26159,668,0.01,466922.5,594,223,0.449
chan_001584,node_00049,node_00652,5123122,2019766,3103356,14676,208456,1223,561046.11,0.0,628,5484,0.394
chan_001585,node_00205,node_00446,10587902,2302111,8285791,46933,71898,2359,639475.28,0.09,163,5701,0.217
chan_001586,node_00112,node_00276,1438442,583935,854507,104644,129025,2480,162204.17,0.01,463,2526,0.406
chan_001587,node_00043,node_00791,1498147,205848,1292299,88980,132113,1534,57180.0,0.01,199,9925,0.137
chan_001588,node_00004,node_00027,2634741,333593,2301148,312254,64080,1070,0.0,639207.78,231,812,0.127
chan_001589,node_00016,node_00555,4548724,2284561,2264163,53298,42082,1325,0.06,628934.17,522,1318,0.498
chan_001590,node_00120,node_00393,5508511,3071719,2436792,325252,66263,898,0.0,676886.67,215,929,0.442
chan_001591,node_00047,node_00636,1521515,900216,621299,24737,68571,768,250060.0,0.0,666,163,0.408
chan_001592,node_00048,node_00279,6257309,3956269,2301040,44325,34380,386,0.11,639177.78,313,2961,0.368
chan_001593,node_00279,node_00695,29353260,5119746,24233514,53062,19188,2308,0.04,6731531.67,602,149,0.174
chan_001594,node_00786,node_00818,2372812,138895,2233917,23382,77038,805,38581.94,0.01,597,1008,0.059
chan_001595,node_00016,node_00378,798858,314304,484554,76173,26071,737,0.0,134598.33,371,455,0.393
chan_001596,node_00089,node_00170,1978284,665735,1312549,75835,51359,809,0.01,364596.94,159,1632,0.337
chan_001597,node_00082,node_00389,94772219,4804376,89967843,57648,18908,280,0.03,24991067.5,204,955,0.051
chan_001598,node_00009,node_00273,29457542,12751033,16706509,14242,47801,954,3541953.61,0.14,15,563,0.433
chan_001599,node_00032,node_00240,2728847,956471,1772376,110576,32584,898,0.0,492326.67,725,4080,0.351
chan_001600,node_00027,node_00686,57552024,10650971,46901053,16116,48650,706,2958603.06,0.4,466,2321,0.185
chan_001601,node_00008,node_00180,4334735,513564,3821171,25080,55423,539,142656.67,0.03,666,31,0.118
chan_001602,node_00475,node_00647,2380621,405064,1975557,38112,18346,2426,0.01,548765.83,171,1444,0.17
chan_001603,node_00205,node_00907,9146056,4130060,5015996,71679,30451,1371,0.03,1393332.22,539,5927,0.452
chan_001604,node_00015,node_00273,4795614,1510048,3285566,67779,59971,579,0.05,912657.22,440,2322,0.315
chan_001605,node_00417,node_00860,25538263,11015380,14522883,32764,69772,1103,3059827.78,0.11,501,2285,0.431
chan_001606,node_00019,node_00734,6303461,395042,5908419,69217,34123,374,0.0,1641227.5,158,4021,0.063
chan_001607,node_00023,node_00077,10497106,3627893,6869213,187986,60815,882,0.01,1908114.72,47,684,0.346
chan_001608,node_00527,node_00548,1773792,243294,1530498,43275,35627,332,0.01,425138.33,410,3307,0.137
chan_001609,node_00018,node_00071,6984732,3958911,3025821,41528,114709,1143,1099697.5,0.01,427,479,0.433
chan_001610,node_00222,node_00456,6891974,1099425,5792549,36595,103143,1350,305395.83,0.02,446,235,0.16
chan_001611,node_00003,node_00006,17650851,9769708,7881143,25756,21225,931,0.6,2189206.39,81,2085,0.447
chan_001612,node_00302,node_00526,1740990,545185,1195805,84247,124730,841,151440.28,0.01,285,22,0.313
chan_001613,node_00017,node_00036,4904359,3101076,1803283,8542,34493,790,861410.0,0.02,120,3111,0.368
chan_001614,node_00006,node_00260,714277,195937,518340,12039,39056,633,54426.94,0.01,680,4189,0.274
chan_001615,node_00009,node_00122,33170393,3744163,29426230,72104,73902,565,1040045.28,4.55,431,2110,0.113
chan_001616,node_00423,node_00925,5277180,1216859,4060321,24730,119367,1181,338016.39,0.01,216,4862,0.231
chan_001617,node_00042,node_00136,2348197,1182402,1165795,58348,75689,769,328445.0,0.02,201,801,0.496
chan_001618,node_00120,node_00904,812981,12507,800474,72489,52298,963,0.0,222353.89,88,266,0.015
chan_001619,node_00449,node_00962,17511706,9337112,8174594,56194,153132,1363,2593642.22,0.02,170,365,0.467
chan_001620,node_00019,node_00362,2088571,863041,1225530,46260,74435,1016,239733.61,0.01,659,1434,0.413
chan_001621,node_00038,node_00193,3952659,1522110,2430549,272891,51992,716,0.0,675152.5,140,2002,0.385
chan_001622,node_00141,node_00512,67175528,29789736,37385792,131537,70462,1092,0.14,10384942.22,155,591,0.443
chan_001623,node_00367,node_00370,8643756,1095809,7547947,114779,17781,618,0.0,2096651.94,333,822,0.127
chan_001624,node_00388,node_00444,30640292,5625922,25014370,54339,54430,671,1562756.11,76.36,466,475,0.184
chan_001625,node_00097,node_00361,12549376,5028362,7521014,139850,39812,1089,0.01,2089170.56,413,1605,0.401
chan_001626,node_00502,node_00552,18281374,2515085,15766289,25953,65262,1177,698634.72,0.11,608,331,0.138
chan_001627,node_00101,node_00872,8798650,3188287,5610363,24206,59458,1059,885635.28,0.04,253,4622,0.362
chan_001628,node_00512,node_00726,20514249,1207235,19307014,59272,354629,843,335343.06,0.02,117,3015,0.059
chan_001629,node_00042,node_00304,1553759,633536,920223,40486,64876,427,175982.22,0.01,587,744,0.408
chan_001630,node_00011,node_00018,4388392,361758,4026634,860221,38844,1605,0.0,1118509.44,642,2609,0.082
chan_001631,node_00097,node_00313,7565067,520027,7045040,137450,14065,1282,0.0,1956955.56,666,36,0.069
chan_001632,node_00052,node_00226,26096741,2854982,23241759,32070,68213,4436,793050.56,0.18,233,593,0.109
chan_001633,node_00152,node_00206,953851,243145,710706,56033,64652,691,67540.28,0.02,569,2588,0.255
chan_001634,node_00791,node_00873,1358619,548696,809923,101132,39852,1358,0.0,224978.61,95,3505,0.404
chan_001635,node_00267,node_00451,9549512,2261241,7288271,43739,35532,576,0.08,2024519.72,438,1316,0.237
chan_001636,node_00088,node_00391,3139858,641150,2498708,44394,57778,690,178097.22,0.05,621,98,0.204
chan_001637,node_00041,node_00778,2925030,1301318,1623712,119803,144949,928,361477.22,0.02,530,1341,0.445
chan_001638,node_00162,node_00422,14308948,9295048,5013900,97334,36354,445,0.04,1392750.0,205,262,0.35
chan_001639,node_00006,node_00343,14181086,2742761,11438325,18546,64786,607,761878.06,0.07,443,479,0.193
chan_001640,node_00004,node_00267,19242750,5288024,13954726,56631,30088,3239,0.06,3876312.78,314,1702,0.275
chan_001641,node_00104,node_00975,1252164,400761,851403,48442,18273,1180,0.0,236500.83,440,116,0.32
chan_001642,node_00259,node_00335,17697267,11236769,6460498,57842,48488,1870,0.33,1794582.78,594,750,0.365
chan_001643,node_00343,node_00966,33779063,12712022,21067041,26072,65506,1231,3531117.22,0.15,231,877,0.376
chan_001644,node_00538,node_00675,1665691,187805,1477886,113631,57383,1079,0.0,410523.89,382,4873,0.113
chan_001645,node_00101,node_00634,8896990,3543993,5352997,44964,15960,1302,0.03,1486943.61,363,494,0.398
chan_001646,node_00170,node_00587,3019593,650770,2368823,27129,39919,996,180769.44,0.05,707,2785,0.216
chan_001647,node_00112,node_00601,2916241,267126,2649115,69435,37471,330,0.0,735865.28,441,2209,0.092
chan_001648,node_00349,node_00831,445335,166741,278594,90007,169047,910,46316.94,0.0,45,2443,0.374
chan_001649,node_00023,node_00032,9328973,5545238,3783735,28420,17375,1637,0.14,1051037.5,678,2698,0.406
chan_001650,node_00039,node_00070,1862462,753394,1109068,41370,88469,1442,209276.11,0.01,658,734,0.405
chan_001651,node_00165,node_00667,13020390,3332908,9687482,29322,24055,223,0.18,2690967.22,380,1573,0.256
chan_001652,node_00005,node_00112,3076453,1279164,1797289,88023,61056,977,0.01,499246.94,612,9085,0.416
chan_001653,node_00657,node_00898,5126625,1063294,4063331,19400,86842,675,295359.44,0.02,403,692,0.207
chan_001654,node_00023,node_00587,764574,334519,430055,23784,44767,2206,92921.94,0.01,143,917,0.438
chan_001655,node_00001,node_00051,7843276,2069251,5774025,45464,74660,336,574791.94,0.05,435,7647,0.264
chan_001656,node_00086,node_00644,8023479,4672990,3350489,44370,6418,802,0.03,930691.39,9,1469,0.418
chan_001657,node_00368,node_00794,42809685,21701011,21108674,84696,41634,1236,0.14,5863520.56,431,1548,0.493
chan_001658,node_00003,node_00797,37390582,24612909,12777673,33626,51679,1107,6836919.17,0.2,302,1824,0.342
chan_001659,node_00001,node_00132,8386534,3589309,4797225,36230,33328,934,0.34,1332562.5,444,1682,0.428
chan_001660,node_00249,node_00348,4717329,437967,4279362,61636,10048,1834,0.0,1188711.67,180,776,0.093
chan_001661,node_00091,node_00280,12823989,764207,12059782,131640,39131,396,0.0,3349939.44,565,3854,0.06
chan_001662,node_00889,node_00956,3419238,537213,2882025,53462,37821,1703,0.01,800562.5,654,300,0.157
chan_001663,node_00266,node_00921,1772283,164529,1607754,94478,51180,1144,0.0,446598.33,372,246,0.093
chan_001664,node_00152,node_00274,5070049,2409290,2660759,47202,23889,1127,0.03,739099.72,577,6560,0.475
chan_001665,node_00127,node_00730,2573172,1223954,1349218,20287,91663,1232,339987.22,0.01,132,6054,0.476
chan_001666,node_00446,node_00580,8112421,3138368,4974053,25214,43724,1744,871768.89,0.07,508,2116,0.387
chan_001667,node_00273,node_00568,1307300,338070,969230,76561,55416,866,0.0,269230.56,321,2628,0.259
chan_001668,node_00233,node_00664,5630710,1629041,4001669,150429,22871,1672,0.0,1111574.72,36,4660,0.289
chan_001669,node_00438,node_00441,570882,167720,403162,84794,59271,837,0.0,111989.44,618,228,0.294
chan_001670,node_00379,node_00570,9730805,1705642,8025163,102335,122501,1101,473789.44,0.11,445,4766,0.175
chan_001671,node_00125,node_00150,1171457,649559,521898,63702,45133,683,0.01,144971.67,175,1990,0.446
chan_001672,node_00005,node_00328,28789791,15978265,12811526,41549,80204,494,4438406.94,0.09,708,8772,0.445
chan_001673,node_00019,node_00369,13441431,4468682,8972749,17690,14285,1478,0.36,2492430.28,672,4932,0.332
chan_001674,node_00000,node_00581,1156912,42796,1114116,11890,41039,458,11887.78,0.01,501,2709,0.037
chan_001675,node_00152,node_00169,2508502,882879,1625623,139172,159406,944,245244.17,0.02,460,1285,0.352
chan_001676,node_00237,node_00917,11879712,4100522,7779190,53311,150364,1163,1139033.89,0.02,320,6440,0.345
chan_001677,node_00371,node_00530,15210027,2290887,12919140,105349,421455,2552,636357.5,0.01,582,6904,0.151
chan_001678,node_00628,node_00799,5811897,803963,5007934,60769,37050,578,0.01,1391092.78,427,2583,0.138
chan_001679,node_00011,node_00486,26628996,11181360,15447636,42635,30513,1418,0.26,4291010.0,342,4952,0.42
chan_001680,node_00225,node_00460,977727,159157,818570,14308,17684,751,44210.28,0.07,501,2533,0.163
chan_001681,node_00092,node_00968,14374027,9001052,5372975,28895,33632,651,2500292.22,0.32,628,442,0.374
chan_001682,node_00174,node_00855,1778749,37473,1741276,39044,9964,1170,0.0,483687.78,178,1956,0.021
chan_001683,node_00089,node_00305,14068060,1843960,12224100,36477,84692,810,512211.11,0.07,436,1790,0.131
chan_001684,node_00773,node_00983,30455436,12495702,17959734,60200,42203,701,0.19,4988815.0,46,1477,0.41
chan_001685,node_00085,node_00665,1456221,294561,1161660,40596,55778,973,81822.5,0.02,593,3630,0.202
chan_001686,node_00047,node_00472,11655499,4306087,7349412,78275,11591,543,0.02,2041503.33,256,735,0.369
chan_001687,node_00302,node_00852,2587813,1021442,1566371,53445,17391,621,0.01,435103.06,439,2986,0.395
chan_001688,node_00133,node_00294,65950470,4480719,61469751,27909,231898,937,1244644.17,0.08,289,269,0.068
chan_001689,node_00183,node_00420,100000000,31667951,68332049,45833,10506,1361,0.25,18981124.72,249,97,0.317
chan_001690,node_00352,node_00993,21677009,8691147,12985862,48496,92436,1852,2414207.5,0.08,640,926,0.401
chan_001691,node_00177,node_00668,1882409,741123,1141286,31876,29551,648,0.09,317023.89,481,246,0.394
chan_001692,node_00009,node_00377,2009908,67670,1942238,32988,58135,470,18797.22,0.02,422,1479,0.034
chan_001693,node_00021,node_00067,2052606,295890,1756716,101515,105860,486,82191.67,0.11,561,3979,0.144
chan_001694,node_00152,node_00310,22932949,2041333,20891616,67879,22634,761,0.01,5803226.67,596,647,0.089
chan_001695,node_00212,node_00270,9035322,5084410,3950912,134935,64578,2158,0.02,1097475.56,79,98,0.437
chan_001696,node_00140,node_00358,14923731,6945522,7978209,61751,36462,1149,0.08,2216169.17,118,30,0.465
chan_001697,node_00001,node_00016,18996031,9410686,9585345,290433,99754,420,0.01,2662595.83,727,2283,0.495
chan_001698,node_00063,node_00512,10481518,4675814,5805704,65946,88527,1250,1298837.22,0.07,283,243,0.446
chan_001699,node_00280,node_00364,4960672,1964172,2996500,29546,72287,821,545603.33,0.02,206,3149,0.396
chan_001700,node_00020,node_00376,40899948,9127762,31772186,55917,24286,1165,0.08,8825607.22,375,8412,0.223
chan_001701,node_00022,node_00722,12769379,1412341,11357038,15823,75760,559,392316.94,0.05,420,1665,0.111
chan_001702,node_00513,node_00896,5290768,788960,4501808,16556,13772,2802,0.08,1250502.22,191,46,0.149
chan_001703,node_00291,node_00347,2650129,108419,2541710,60322,68868,928,30116.39,0.08,96,8796,0.041
chan_001704,node_00333,node_00886,1609627,692045,917582,36624,246890,666,192234.72,0.0,645,1569,0.43
chan_001705,node_00093,node_00809,6440133,1107393,5332740,75943,37732,952,0.01,1481316.67,321,385,0.172
chan_001706,node_00195,node_00447,15324040,6343256,8980784,77929,21299,170,0.03,2494662.22,120,1364,0.414
chan_001707,node_00196,node_00441,28369926,6511850,21858076,14306,59852,594,1808847.22,0.13,474,1612,0.23
chan_001708,node_00003,node_00103,1886030,896562,989468,80042,54260,1573,0.01,274852.22,376,47,0.475
chan_001709,node_00194,node_00355,51137249,27777668,23359581,55587,32363,996,0.33,6488772.5,224,1517,0.457
chan_001710,node_00179,node_00241,92521839,38091172,54430667,89569,25370,903,0.16,15119629.72,128,2382,0.412
chan_001711,node_00234,node_00464,7254788,4171405,3083383,30589,13325,1681,0.07,856495.28,563,1778,0.425
chan_001712,node_00179,node_00289,3318443,744550,2573893,72243,72933,1129,206819.44,1.04,16,2928,0.224
chan_001713,node_00019,node_00027,4512104,2037993,2474111,96771,240763,1302,566109.17,0.0,440,3384,0.452
chan_001714,node_00023,node_00045,7864248,2740458,5123790,23468,181287,1812,761238.33,0.01,686,2499,0.348
chan_001715,node_00070,node_00401,24768307,15390463,9377844,19241,110902,1209,4275128.61,0.03,310,2479,0.379
chan_001716,node_00240,node_00488,9876958,6347877,3529081,45200,64933,626,1763299.17,0.05,181,4281,0.357
chan_001717,node_00573,node_00964,3992107,1491919,2500188,33857,11463,962,0.02,694496.67,641,854,0.374
chan_001718,node_00103,node_00186,22698715,9467694,13231021,41146,169138,854,2629915.0,0.03,294,2766,0.417
chan_001719,node_00398,node_00589,2607975,919734,1688241,65242,18706,1077,0.01,468955.83,446,2666,0.353
chan_001720,node_00303,node_00910,10232720,3098172,7134548,41523,15274,1152,0.03,1981818.89,651,5640,0.303
chan_001721,node_00019,node_00109,7234628,292785,6941843,50404,194569,1340,81329.17,0.01,15,1989,0.04
chan_001722,node_00422,node_00815,12314119,6076403,6237716,70958,204768,467,1687889.72,0.01,718,1563,0.493
chan_001723,node_00423,node_00749,3251353,596194,2655159,220322,5511,2036,0.0,737544.17,66,3000,0.183
chan_001724,node_00026,node_00210,8968439,376981,8591458,49897,69473,998,104716.94,0.12,161,1416,0.042
chan_001725,node_00076,node_00668,6168871,1684236,4484635,28074,50729,484,467843.33,0.05,519,2977,0.273
chan_001726,node_00118,node_00486,5003762,969453,4034309,23909,76089,918,269292.5,0.02,176,199,0.194
chan_001727,node_00025,node_00355,5049894,745416,4304478,57148,43236,1317,0.01,1195688.33,292,2740,0.148
chan_001728,node_00010,node_00658,3084549,757459,2327090,61495,27330,2581,0.01,646413.89,44,1278,0.246
chan_001729,node_00440,node_00772,20327214,6612930,13714284,22154,65262,985,1836925.0,0.09,376,2708,0.325
chan_001730,node_00252,node_00478,14053985,4184457,9869528,47445,74710,425,1162349.17,0.1,295,1346,0.298
chan_001731,node_00131,node_00246,1005771,144157,861614,89614,46008,1582,0.0,239337.22,144,348,0.143
chan_001732,node_00003,node_00682,33684297,19746495,13937802,43869,66270,1307,5485137.5,0.17,653,158,0.414
chan_001733,node_00019,node_00863,4106027,1530397,2575630,86230,110337,1571,425110.28,0.03,727,2929,0.373
chan_001734,node_00242,node_00616,16909840,375268,16534572,28104,26028,654,0.05,4592936.67,70,983,0.022
chan_001735,node_00062,node_00172,34150606,15040704,19109902,77200,40980,776,0.12,5308306.11,101,1259,0.44
chan_001736,node_00000,node_00081,4276471,304391,3972080,35039,29034,1156,0.01,1103355.56,485,1891,0.071
chan_001737,node_00148,node_00220,240708,101950,138758,25653,13352,611,0.0,38543.89,563,4964,0.424
chan_001738,node_00111,node_00166,7866238,4398354,3467884,71304,65555,1101,0.21,963301.11,645,3689,0.441
chan_001739,node_00105,node_00306,5345877,3796982,1548895,171999,91751,913,0.01,430248.61,262,3879,0.29
chan_001740,node_00015,node_00119,4993107,2727193,2265914,131950,30542,821,0.01,629420.56,215,607,0.454
chan_001741,node_00261,node_00282,8420676,1702583,6718093,100946,102584,796,472939.72,1.14,661,1202,0.202
chan_001742,node_00032,node_00464,5503974,2488981,3014993,620881,109426,725,0.0,837498.06,328,357,0.452
chan_001743,node_00047,node_00879,4648829,876260,3772569,46391,96511,2295,243405.56,0.02,546,326,0.188
chan_001744,node_00118,node_00158,6034824,2558656,3476168,79030,97787,1429,710737.78,0.05,290,968,0.424
chan_001745,node_00038,node_00194,2186624,511671,1674953,21515,124560,1253,142130.83,0.0,648,600,0.234
chan_001746,node_00000,node_00111,3246139,765434,2480705,14596,84678,1816,212620.56,0.01,171,315,0.236
chan_001747,node_00131,node_00463,1885628,1269022,616606,38547,70333,2106,352506.11,0.01,603,272,0.327
chan_001748,node_00273,node_00889,56325873,2853647,53472226,140530,119284,1603,0.04,14853396.11,725,2364,0.051
chan_001749,node_00068,node_00434,6033623,3916125,2117498,242745,76585,1936,0.01,588193.89,58,2594,0.351
chan_001750,node_00000,node_00162,15997900,4242126,11755774,26502,19937,1674,0.18,3265492.78,7,2006,0.265
chan_001751,node_00129,node_00970,7356910,4714115,2642795,26760,86930,744,1309476.39,0.01,258,4614,0.359
chan_001752,node_00213,node_00394,633928,299902,334026,22784,102815,2252,83306.11,0.0,712,5554,0.473
chan_001753,node_00396,node_00824,36372033,22538502,13833531,32597,43001,814,6260695.0,0.37,234,1139,0.38
chan_001754,node_00159,node_00563,4912292,415062,4497230,58430,56827,1347,0.07,1249230.56,643,281,0.084
chan_001755,node_00634,node_00909,3526178,1848907,1677271,89319,107997,837,513585.28,0.02,463,484,0.476
chan_001756,node_00130,node_00208,15240539,4733987,10506552,140604,15201,937,0.01,2918486.67,208,128,0.311
chan_001757,node_00015,node_00957,1378964,726601,652363,19553,19378,1267,1.15,181211.94,296,1547,0.473
chan_001758,node_00044,node_00232,33123936,19614273,13509663,87688,107439,600,5448409.17,0.19,557,2616,0.408
chan_001759,node_00000,node_00094,2287780,921535,1366245,57205,29505,888,0.01,379512.5,617,3991,0.403
chan_001760,node_00010,node_00323,1905437,695719,1209718,11744,39958,756,193255.28,0.01,676,1121,0.365
chan_001761,node_00170,node_00272,556300,221292,335008,60108,94755,706,61470.0,0.0,317,450,0.398
chan_001762,node_00430,node_00545,23427715,10839885,12587830,17706,107313,1873,3011079.17,0.04,5,306,0.463
chan_001763,node_00011,node_00942,2073594,212308,1861286,42414,25561,1078,0.0,517023.89,649,6741,0.102
chan_001764,node_00055,node_00241,10857099,5558325,5298774,23575,41104,364,1543979.17,0.08,374,1023,0.488
chan_001765,node_00061,node_00303,5681741,2115606,3566135,70138,56133,1547,0.04,990593.06,159,262,0.372
chan_001766,node_00273,node_00402,100000000,52772119,47227881,53078,69847,650,14658921.94,0.78,286,1020,0.472
chan_001767,node_00069,node_00070,4980616,1742576,3238040,75569,138952,1290,484048.89,0.01,692,945,0.35
chan_001768,node_00061,node_00402,1877642,492628,1385014,137255,48894,827,0.0,384726.11,658,508,0.262
chan_001769,node_00004,node_00537,4618840,348777,4270063,34308,30089,1259,0.02,1186128.61,289,2134,0.076
chan_001770,node_00014,node_00389,8878544,3290874,5587670,36782,52855,670,914131.67,0.1,473,2480,0.371
chan_001771,node_00012,node_00629,22063649,9938867,12124782,40698,96519,1142,2760796.39,0.06,613,582,0.45
chan_001772,node_00224,node_00522,3593831,1850256,1743575,38457,68299,833,513960.0,0.02,289,4589,0.485
chan_001773,node_00053,node_00062,2278361,101708,2176653,115430,65522,966,0.0,604625.83,444,3038,0.045
chan_001774,node_00044,node_00340,32910525,5145751,27764774,112064,30520,1579,0.02,7712437.22,683,1952,0.156
chan_001775,node_00019,node_00622,11258191,4506757,6751434,140854,80965,1591,0.02,1875398.33,568,3557,0.4
chan_001776,node_00020,node_00058,1736524,82984,1653540,14803,204945,834,23051.11,0.0,57,1925,0.048
chan_001777,node_00421,node_00947,3171050,1129689,2041361,47188,27713,704,0.02,567044.72,199,527,0.356
chan_001778,node_00126,node_00272,8968344,2230468,6737876,59700,29163,1450,0.02,1871632.22,211,2590,0.249
chan_001779,node_00000,node_00326,4769904,1427043,3342861,35116,29824,421,0.07,928572.5,365,936,0.299
chan_001780,node_00017,node_00057,13401636,2819169,10582467,28750,40293,708,783102.5,0.25,682,1133,0.21
chan_001781,node_00048,node_00251,2163761,123726,2040035,30930,112736,2405,34368.33,0.01,316,3152,0.057
chan_001782,node_00218,node_00475,3360787,2310182,1050605,102363,48551,679,0.01,291834.72,642,580,0.313
chan_001783,node_00015,node_00243,4438858,1876242,2562616,17403,44092,769,521178.33,0.03,175,437,0.423
chan_001784,node_00061,node_00354,7485921,1223789,6262132,37318,63346,1323,339941.39,0.07,395,573,0.163
chan_001785,node_00070,node_00524,30391470,5952266,24439204,45839,80680,815,1653407.22,0.19,417,3713,0.196
chan_001786,node_00400,node_00540,10361986,5136923,5225063,25207,23295,875,0.75,1451406.39,235,6932,0.496
chan_001787,node_00407,node_00883,2770928,785689,1985239,33856,56885,763,218246.94,0.02,103,347,0.284
chan_001788,node_00136,node_00525,7099613,3940076,3159537,88097,244314,1540,1094465.56,0.01,299,314,0.445
chan_001789,node_00028,node_00068,846119,192494,653625,19954,217680,2231,53470.56,0.0,540,1427,0.228
chan_001790,node_00526,node_00803,1749009,1113611,635398,134069,38192,1502,0.0,176499.44,41,1706,0.363
chan_001791,node_00054,node_00938,100000000,58404015,41595985,32864,71187,534,16223337.5,0.3,231,1732,0.416
chan_001792,node_00025,node_00324,2249700,22293,2227407,14881,68011,877,6192.5,0.01,725,405,0.01
chan_001793,node_00362,node_00641,5380358,2268426,3111932,26274,57057,1082,630118.33,0.03,672,4968,0.422
chan_001794,node_00058,node_00624,20490937,7649995,12840942,13839,47048,683,2124998.61,0.11,531,3631,0.373
chan_001795,node_00493,node_00730,14198727,6136893,8061834,14701,12475,528,0.77,2239398.33,330,1429,0.432
chan_001796,node_00620,node_00733,4803131,738910,4064221,30315,113931,618,205252.78,0.01,250,4798,0.154
chan_001797,node_00198,node_00219,8035101,4199122,3835979,93624,71562,993,0.05,1065549.72,410,1074,0.477
chan_001798,node_00279,node_00963,10117482,5351131,4766351,51605,29669,933,0.07,1323986.39,657,1373,0.471
chan_001799,node_00198,node_00611,4028180,1487668,2540512,204491,25525,822,0.0,705697.78,48,2107,0.369
chan_001800,node_00044,node_00816,1857856,1111209,746647,60573,120895,282,308669.17,0.0,597,401,0.402
chan_001801,node_00279,node_00364,9021167,5440769,3580398,85859,80903,744,0.3,994555.0,48,2589,0.397
chan_001802,node_00019,node_00241,2482597,379588,2103009,52827,116206,1609,105441.11,0.01,227,165,0.153
chan_001803,node_00414,node_00852,3373866,1204837,2169029,34627,12766,1932,0.02,602508.06,468,2845,0.357
chan_001804,node_00036,node_00531,1919660,1203423,716237,62912,48389,1420,0.02,198954.72,390,3395,0.373
chan_001805,node_00020,node_00437,1637133,511041,1126092,10002,105148,938,141955.83,0.0,364,475,0.312
chan_001806,node_00095,node_00405,2935054,1833608,1101446,47552,105731,3519,509335.56,0.01,311,790,0.375
chan_001807,node_00270,node_00571,2199610,612737,1586873,67832,96212,1222,170204.72,0.02,652,1138,0.279
chan_001808,node_00176,node_00465,4326746,2028404,2298342,34806,32935,1076,0.3,638428.33,169,1031,0.469
chan_001809,node_00012,node_00363,65673081,26249909,39423172,46379,68833,556,7291641.39,0.49,195,1707,0.4
chan_001810,node_00000,node_00710,17245516,8380288,8865228,31186,15304,1149,0.15,2462563.33,70,10133,0.486
chan_001811,node_00425,node_00762,71017722,34181412,36836310,27390,59409,1470,9494836.67,0.32,654,823,0.481
chan_001812,node_00062,node_00064,4949771,257202,4692569,48200,47531,1323,0.11,1303491.39,215,646,0.052
chan_001813,node_00330,node_00632,414159,162977,251182,82728,49748,2055,0.0,69772.78,315,40,0.394
chan_001814,node_00026,node_00108,13523212,1365779,12157433,43001,15941,1971,0.01,3377064.72,602,2848,0.101
chan_001815,node_00073,node_00130,4077834,1081585,2996249,47978,75644,1379,300440.28,0.03,110,1236,0.265
chan_001816,node_00109,node_00612,68017033,12230887,55786146,28151,30946,928,3397468.61,5.54,16,1177,0.18
chan_001817,node_00505,node_00908,1288620,710070,578550,34328,64613,402,197241.67,0.01,652,400,0.449
chan_001818,node_00042,node_00106,3798209,493119,3305090,135464,32905,297,0.0,918080.56,22,2799,0.13
chan_001819,node_00003,node_00145,11519620,6175508,5344112,52244,126452,952,1715418.89,0.02,571,2372,0.464
